X,MajorityProteinIDs,ProteinNames,GeneID,Intensity.T2.1,Intensity.T2.1NK,Intensity.T2.2,Intensity.T2.2NK,Intensity.T2.3,Intensity.T2.3NK,logFC_RNFT2.CTRL,pvalue_RNFT2.CTRL,adjpval_RNFT2.CTRL
313,Q7RTV0,PHD finger-like domain-containing protein 5A,PHF5A,20.78920471,13.79020335,20.64280799,17.41980339,21.27073755,17.77147142,4.573757357,0.011191641,0.015469335
314,Q8NFH5,Nucleoporin NUP53,NUP35,20.80066531,13.79020335,21.34506789,13.79020335,20.85781834,13.79020335,7.210980496,1.88e-07,6.16e-07
315,P15880,40S ribosomal protein S2,RPS2,21.0042476,19.01730238,20.57352163,19.78234533,20.73701383,13.79020335,3.241644002,0.115442156,0.129378416
316,P23588,Eukaryotic translation initiation factor 4B,EIF4B,20.12855779,13.79020335,21.27675172,13.79020335,21.37160339,13.79020335,7.135434283,7.52e-06,1.48e-05
317,O96005,Cleft lip and palate transmembrane protein 1,CLPTM1,21.03146081,13.79020335,20.96665434,13.79020335,21.10811001,13.79020335,7.245205036,6.87e-09,6.29e-08
318,P31930,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,20.29345194,22.07939568,17.78140516,20.48650961,19.42305434,22.29535035,-2.454448066,0.033665643,0.044458663
319,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,FARSA,21.0309496,13.79020335,20.48360837,13.79020335,21.41056299,13.79020335,7.184836971,1.21e-06,2.99e-06
320,Q4KMQ2,Anoctamin-6,ANO6,21.05581909,13.79020335,21.05407573,13.79020335,20.84999785,13.79020335,7.19642754,1.35e-08,8.93e-08
321,P17706,Tyrosine-protein phosphatase non-receptor type 2,PTPN2,21.20357791,13.79020335,21.20144575,13.79020335,20.2629741,13.79020335,7.099129236,2.52e-06,5.59e-06
322,Q9Y520,Protein PRRC2C,PRRC2C,20.86226813,13.79020335,20.95891247,15.53915983,20.87422696,15.66199387,5.901350172,0.000131266,0.000219483
323,P53350,Serine/threonine-protein kinase PLK1,PLK1,21.09974559,13.79020335,20.63754639,13.79020335,21.17483985,13.79020335,7.180507259,1.73e-07,5.87e-07
324,P06493,Cyclin-dependent kinase 1,CDK1,20.89257788,13.79020335,20.53680033,13.79020335,21.40226446,13.79020335,7.153677538,9.13e-07,2.36e-06
325,Q9UKF6,Cleavage and polyadenylation specificity factor subunit 3,CPSF3,20.84167857,13.79020335,21.13257766,13.79020335,20.80179644,13.79020335,7.135147543,3.67e-08,1.77e-07
326,Q9BYB4,Guanine nucleotide-binding protein subunit beta-like protein 1,GNB1L,20.0627543,21.52011477,19.98719861,20.21793234,20.29485351,20.93635382,-0.776531499,0.083177009,0.096522574
327,Q9Y2H2,Phosphatidylinositide phosphatase SAC2,INPP5F,20.7904209,13.79020335,21.05160075,13.79020335,20.93384517,13.79020335,7.13508559,1.7e-08,1.05e-07
328,Q9UHB6,LIM domain and actin-binding protein 1,LIMA1,20.65070241,13.79020335,20.88762793,13.79020335,21.16537918,13.79020335,7.111033158,1.16e-07,4.42e-07
329,Q86UR1,NADPH oxidase activator 1,NOXA1,21.22336614,13.79020335,21.0437779,13.79020335,20.08617077,13.79020335,6.994234916,4.68e-06,9.77e-06
330,Q9Y2K6,Ubiquitin carboxyl-terminal hydrolase 20,USP20,21.54983683,13.79020335,13.79020335,13.79020335,21.61641453,13.79020335,5.195281553,0.077571314,0.093221303
331,P25398,40S ribosomal protein S12,RPS12,20.2415947,20.16074327,20.63058257,19.88846756,20.00045396,20.64032898,0.061030473,0.83053674,0.838626384
332,P10599,Thioredoxin,TXN,20.23402547,21.59058694,20.13237969,20.80793768,13.79020335,21.00399832,-3.081971473,0.171957184,0.188970615
333,Q13642,Four and a half LIM domains protein 1,FHL1,19.59633254,13.79020335,21.04465283,13.79020335,21.31833137,13.79020335,6.862902229,3.54e-05,6.42e-05
334,P35610,Sterol O-acyltransferase 1,SOAT1,21.11216735,13.79020335,21.11975491,13.79020335,19.7103,13.79020335,6.85720407,1.92e-05,3.57e-05
335,P22102,Trifunctional purine biosynthetic protein adenosine-3;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase;Phosphoribosylglycinamide formyltransferase,GART,19.83429465,20.43428031,20.18889583,19.63680515,20.45357279,21.05892824,-0.21775014,0.620178372,0.638660509
336,Q6NXT4,Zinc transporter 6,SLC30A6,20.97860006,13.79020335,20.9987137,13.79020335,20.15608301,13.79020335,6.920928909,1.67e-06,3.84e-06
337,Q00610,Clathrin heavy chain 1,CLTC,21.02545469,13.79020335,20.38691968,13.79020335,20.87681176,13.79020335,6.972858693,3.43e-07,9.93e-07
338,P62266,40S ribosomal protein S23,RPS23,20.2067408,18.71718089,20.32891901,20.26617059,20.10402746,20.61079943,0.348512121,0.542776438,0.562678241
339,Q00839,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,20.23514292,17.57041639,13.79020335,21.12803908,20.14098632,21.82789851,-2.12000713,0.391158968,0.411676613
340,P61313,60S ribosomal protein L15,RPL15,19.62131837,20.45214607,20.42285979,20.95023155,19.24606557,20.4464938,-0.852875901,0.062620588,0.079815585
341,Q9NYJ8,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,TAB2,20.13559189,13.79020335,20.89819696,13.79020335,21.01440958,13.79020335,6.892529459,1.65e-06,3.81e-06
342,O14737,Programmed cell death protein 5,PDCD5,20.97081398,13.79020335,20.65172341,13.79020335,20.51803082,13.79020335,6.92331939,9.28e-08,3.72e-07
343,Q9C0E8,Protein lunapark,LNPK /// NUSAP1,20.76775686,13.79020335,20.60853942,13.79020335,20.7381989,13.79020335,6.914628375,1.03e-08,7.85e-08
344,Q5T9A4;Q5T2N8;Q9NVI7,ATPase family AAA domain-containing protein 3B;ATPase family AAA domain-containing protein 3C;ATPase family AAA domain-containing protein 3A,ATAD3B;ATAD3C;ATAD3A,19.54580723,21.80958761,19.97931936,20.63218171,17.46328395,21.15559416,-2.202984313,0.035414778,0.046277293
345,Q9UNZ2,NSFL1 cofactor p47,NSFL1C,20.52960574,13.79020335,20.56545477,13.79020335,20.92397742,13.79020335,6.882809292,7.72e-08,3.24e-07
346,P52948,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,NUP98,20.73503353,13.79020335,20.81099098,13.79020335,20.27678739,13.79020335,6.817400619,2.18e-07,6.94e-07
347,Q9NRY5,Protein FAM114A2,FAM114A2,20.53195624,13.79020335,20.79978645,13.79020335,20.52849882,13.79020335,6.829877151,3.09e-08,1.58e-07
348,Q16720;P20020;P23634;Q01814,Plasma membrane calcium-transporting ATPase 3;Plasma membrane calcium-transporting ATPase 1;Plasma membrane calcium-transporting ATPase 4;Plasma membrane calcium-transporting ATPase 2,ATP2B3;ATP2B1;ATP2B4;ATP2B2,20.7256263,13.79020335,20.60663648,13.79020335,20.54174594,13.79020335,6.834466224,1.22e-08,8.7e-08
349,O60831,PRA1 family protein 2,PRAF2,20.86146483,13.79020335,20.44159668,13.79020335,20.5085477,13.79020335,6.813666385,9.06e-08,3.7e-07
350,Q8IUD2,ELKS/Rab6-interacting/CAST family member 1,ERC1,21.53625131,13.79020335,19.58896493,13.79020335,19.91401752,13.79020335,6.556207904,7.75e-05,0.000134306
351,Q8WWM7,Ataxin-2-like protein,ATXN2L,20.3994991,13.79020335,20.20582785,13.79020335,20.80735561,17.15545422,5.558940546,0.002990017,0.004396668
352,Q5T0W9,Protein FAM83B,FAM83B,20.27295968,13.79020335,20.82983717,13.79020335,20.39569811,13.79020335,6.709294971,2.47e-07,7.71e-07
353,Q9Y2I7,1-phosphatidylinositol 3-phosphate 5-kinase,PIKFYVE,20.67357752,13.79020335,19.95277457,13.79020335,20.88929014,13.79020335,6.715010725,2.11e-06,4.76e-06
354,P62917,60S ribosomal protein L8,RPL8,13.79020335,20.35464252,20.06741699,20.60383925,20.47066609,19.84970083,-2.15996539,0.320639846,0.342736647
355,P60709;P63267;P68133;P68032;P62736,"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed;Actin, gamma-enteric smooth muscle;Actin, alpha skeletal muscle;Actin, alpha cardiac muscle 1;Actin, aortic smooth muscle",ACTB;ACTG2;ACTA1;ACTC1;ACTA2,13.79020335,20.8620076,13.79020335,22.2474043,13.79020335,13.79020335,-5.176335068,0.080133509,0.093507678
356,Q969Q0;P83881;H7BZ11,60S ribosomal protein L36a-like;60S ribosomal protein L36a,RPL36AL;RPL36A;RPL36A-HNRNPH2,19.90613255,19.62618691,19.61413607,19.9613224,19.83744789,21.06499172,-0.431594839,0.338441859,0.360463761
357,P00167,Cytochrome b5,CYB5A,20.88292799,13.79020335,20.23167087,13.79020335,20.29362758,13.79020335,6.679205467,5.71e-07,1.56e-06
358,P60842,Eukaryotic initiation factor 4A-I,EIF4A1,20.19500458,20.2401597,20.23475511,20.11768679,18.51620455,19.8608976,-0.42425995,0.456798322,0.476725765
359,Q8TC07,TBC1 domain family member 15,TBC1D15,20.88941179,13.79020335,20.78583722,13.79020335,18.70356865,13.79020335,6.336069206,0.000199597,0.000329308
360,P17844,Probable ATP-dependent RNA helicase DDX5,DDX5,19.72976195,20.6628429,19.97332201,20.54055739,18.16724045,20.54770184,-1.293592572,0.054870674,0.070370225
361,P49207,60S ribosomal protein L34,RPL34,19.63221845,20.5809762,19.66744219,20.551433,19.52783725,19.80761602,-0.704175776,0.035311595,0.046239604
362,Q92625,Ankyrin repeat and SAM domain-containing protein 1A,ANKS1A,20.55860748,13.79020335,20.59825138,13.79020335,19.95131316,13.79020335,6.579187321,6.37e-07,1.72e-06
363,Q9H2M9,Rab3 GTPase-activating protein non-catalytic subunit,RAB3GAP2,20.62806037,13.79020335,20.63686271,13.79020335,19.7109343,13.79020335,6.53508244,3.47e-06,7.45e-06
364,P55196,Afadin,AFDN,20.70795535,13.79020335,20.45356496,13.79020335,19.86855506,13.79020335,6.55315511,1.34e-06,3.23e-06
365,Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial",IARS2,20.1073505,13.79020335,20.82238686,13.79020335,19.96780849,13.79020335,6.508978599,1.83e-06,4.15e-06
366,Q9C026,E3 ubiquitin-protein ligase TRIM9,TRIM9,20.9752782,13.79020335,20.489501,13.79020335,18.84659541,13.79020335,6.313588187,0.000127122,0.000213703
367,Q15836,Vesicle-associated membrane protein 3,VAMP3,20.23664592,13.79020335,20.12676223,13.79020335,20.68591563,13.79020335,6.559571245,2.89e-07,8.73e-07
368,P49757,Protein numb homolog,NUMB,19.69251539,13.79020335,20.37381363,13.79020335,20.79789027,13.79020335,6.497869744,4.41e-06,9.28e-06
369,Q14573;Q14571;Q14643,"Inositol 1,4,5-trisphosphate receptor type 3;Inositol 1,4,5-trisphosphate receptor type 2;Inositol 1,4,5-trisphosphate receptor type 1",ITPR3;ITPR2;ITPR1,20.71725277,13.79020335,20.37796122,13.79020335,19.77709961,13.79020335,6.500567849,2.17e-06,4.88e-06
370,P51788,Chloride channel protein 2,CLCN2,20.49377394,13.79020335,20.44828266,13.79020335,20.02059964,13.79020335,6.530682062,1.85e-07,6.11e-07
371,Q9NYP7,Elongation of very long chain fatty acids protein 5,ELOVL5,20.49518418,13.79020335,20.46824317,13.79020335,19.9810916,13.79020335,6.5246363,2.71e-07,8.33e-07
372,P18669,Phosphoglycerate mutase 1,PGAM1,19.92393192,13.79020335,20.56527119,13.79020335,20.4109625,13.79020335,6.509851854,4.85e-07,1.35e-06
373,Q13442,28 kDa heat- and acid-stable phosphoprotein,PDAP1,18.56213566,13.79020335,20.78847185,13.79020335,20.6099751,13.79020335,6.19665752,0.000225022,0.000370274
374,Q9NR30,Nucleolar RNA helicase 2,DDX21,19.29025731,17.38173788,19.77702969,20.87309772,19.51832949,18.32194515,0.669611913,0.512866177,0.533449435
375,Q06830,Peroxiredoxin-1,PRDX1,18.52625323,21.5486079,13.79020335,20.30250329,19.92217088,21.1095009,-3.573994871,0.090583666,0.103381725
376,O14976,Cyclin-G-associated kinase,GAK,18.14772167,13.79020335,21.12165272,13.79020335,19.9976411,13.79020335,5.965468481,0.000656539,0.001028633
377,Q9ULK5,Vang-like protein 2,VANGL2,20.39371671,13.79020335,20.52545884,13.79020335,19.74546276,13.79020335,6.431342753,1.29e-06,3.16e-06
378,Q8NEW0,Zinc transporter 7,SLC30A7,20.86885748,13.79020335,19.84360273,13.79020335,19.86758696,13.79020335,6.403145707,5.9e-06,1.21e-05
379,Q14157,Ubiquitin-associated protein 2-like,UBAP2L,20.48695167,13.79020335,19.54944072,13.79020335,20.6198992,13.79020335,6.428560513,5.71e-06,1.17e-05
380,Q8N5C6,S1 RNA-binding domain-containing protein 1,SRBD1,13.79020335,13.79020335,20.88801036,13.79020335,20.89050726,13.79020335,4.732703641,0.07759299,0.093221303
381,Q7Z4H7,HAUS augmin-like complex subunit 6,HAUS6,18.67450098,18.70425297,20.37998083,17.58897722,20.05998957,20.12416007,0.899027041,0.320695706,0.342736647
382,Q92734,Protein TFG,TFG,20.63845805,13.79020335,20.02317959,13.79020335,19.8312271,13.79020335,6.374084895,1.41e-06,3.36e-06
383,Q8N257,Histone H2B type 3-B,H2BC26,13.79020335,15.23953759,13.79020335,22.02751995,13.79020335,13.79020335,-3.228883613,0.217471207,0.235656953
384,P33981,Dual specificity protein kinase TTK,TTK,20.05566137,13.79020335,18.36385443,13.79020335,21.0721708,13.79020335,6.040358851,0.000404347,0.000646539
385,Q8IYB5,Stromal membrane-associated protein 1,SMAP1,19.89400317,13.79020335,20.0806612,17.45755544,20.26794282,16.94766975,4.015726215,0.012111146,0.016629432
386,Q969K3;Q86YT6,E3 ubiquitin-protein ligase RNF34;E3 ubiquitin-protein ligase MIB1,RNF34;MIB1,20.2967216,13.79020335,20.09960395,13.79020335,20.00697244,13.79020335,6.344229314,3.95e-08,1.88e-07
387,Q07157,Tight junction protein ZO-1,TJP1,19.90063188,13.79020335,19.59036007,13.79020335,20.70341355,13.79020335,6.274598484,5.99e-06,1.22e-05
388,Q05682,Caldesmon,CALD1,20.00067356,13.79020335,20.04768391,15.90878292,20.22322628,13.79020335,5.594131377,0.000352947,0.000567269
389,Q53EZ4,Centrosomal protein of 55 kDa,CEP55,20.16784741,16.635313,20.0288276,13.79020335,20.05941756,13.79020335,5.346790956,0.001622563,0.002461547
390,P49023,Paxillin,PXN,20.53814165,13.79020335,19.60366179,13.79020335,20.08264646,13.79020335,6.284613285,2.36e-06,5.26e-06
391,Q92616,Translational activator GCN1,GCN1,19.70129977,13.79020335,19.9629946,13.79020335,20.53213225,13.79020335,6.275272191,1.57e-06,3.7e-06
392,O95873,Uncharacterized protein C6orf47,C6orf47,20.42430001,13.79020335,20.07400672,13.79020335,19.71577888,13.79020335,6.281158522,7.28e-07,1.96e-06
393,Q9Y4P3,Transducin beta-like protein 2,TBL2,20.31697665,13.79020335,20.19458112,13.79020335,19.56077317,13.79020335,6.233906964,1.33e-06,3.23e-06
394,Q7Z7G8,Vacuolar protein sorting-associated protein 13B,VPS13B,19.11239803,13.79020335,20.27583663,13.79020335,20.42005847,13.79020335,6.145894358,1.84e-05,3.42e-05
395,Q8N5C8,TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,TAB3,20.19108193,13.79020335,19.92501917,13.79020335,20.03690492,13.79020335,6.260798658,3.38e-08,1.68e-07
396,Q99733,Nucleosome assembly protein 1-like 4,NAP1L4,20.78348575,13.79020335,13.79020335,13.79020335,20.69884358,13.79020335,4.633974208,0.077611913,0.093221303
397,P55265,Double-stranded RNA-specific adenosine deaminase,ADAR,19.86802812,20.66404518,13.79020335,20.18463766,18.56836672,20.82145597,-3.147846872,0.119341569,0.133029491
398,O60566,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,BUB1B,19.62078394,13.79020335,19.84467131,13.79020335,20.40455043,13.79020335,6.16646521,1.38e-06,3.29e-06
399,P11171,Protein 4.1,EPB41,18.92761669,13.79020335,20.61064217,13.79020335,19.80938288,13.79020335,5.992343898,4.38e-05,7.81e-05
400,O15061,Synemin,SYNM,19.47959267,13.79020335,19.42963175,13.79020335,20.64840115,13.79020335,6.062338508,1.64e-05,3.08e-05
401,P83731,60S ribosomal protein L24,RPL24,20.57864961,13.79020335,20.25185869,16.25952266,16.82720502,16.68663551,3.640450602,0.043795452,0.056751607
402,Q92953,Potassium voltage-gated channel subfamily B member 2,KCNB2,20.06563644,13.79020335,20.24942114,13.79020335,19.28660156,13.79020335,6.07701636,4.14e-06,8.73e-06
403,Q92841,Probable ATP-dependent RNA helicase DDX17,DDX17,18.93674426,20.10996362,18.84560228,20.1666461,18.85477785,20.35526397,-1.331583099,7.11e-05,0.000123867
404,Q9UKK9,ADP-sugar pyrophosphatase,NUDT5,19.53817761,13.79020335,20.07545848,13.79020335,20.01763346,13.79020335,6.086886499,4.11e-07,1.16e-06
405,Q9Y4E8,Ubiquitin carboxyl-terminal hydrolase 15,USP15,13.79020335,13.79020335,21.10068695,13.79020335,19.06512151,13.79020335,4.195133917,0.086065624,0.099318772
406,P43487,Ran-specific GTPase-activating protein,RANBP1,20.11832193,13.79020335,19.89171898,13.79020335,19.65410838,13.79020335,6.097846412,1.72e-07,5.87e-07
407,P27348,14-3-3 protein theta,YWHAQ,19.89113146,19.90456268,18.4056854,17.95312274,19.91400285,19.21774127,0.378464342,0.605924208,0.626054581
408,Q14596,Next to BRCA1 gene 1 protein,NBR1,18.64872706,13.79020335,20.66459758,13.79020335,19.42599762,13.79020335,5.789570737,0.000124661,0.000210134
409,P55072,Transitional endoplasmic reticulum ATPase,VCP,18.90287858,13.79020335,19.77382522,13.79020335,20.50049363,13.79020335,5.935529127,3.62e-05,6.53e-05
410,Q15005,Signal peptidase complex subunit 2,SPCS2,19.89516864,13.79020335,19.88467829,13.79020335,19.80897666,13.79020335,6.072737846,1.29e-08,8.75e-08
411,Q96AY4,Tetratricopeptide repeat protein 28,TTC28,20.23368436,13.79020335,19.4545935,13.79020335,19.80734874,13.79020335,6.041672186,1.32e-06,3.21e-06
412,H3BTC1,,,19.48813425,13.79020335,19.90885883,13.79020335,20.03273109,13.79020335,6.019704707,3.84e-07,1.1e-06
413,O95817,BAG family molecular chaperone regulator 3,BAG3,20.01495762,13.79020335,20.05666409,13.79020335,19.26522896,13.79020335,5.988746875,2.42e-06,5.38e-06
414,Q9C0C9,E2/E3 hybrid ubiquitin-protein ligase UBE2O,UBE2O,19.97611716,13.79020335,19.31390199,13.79020335,20.02789859,13.79020335,5.982435898,1.5e-06,3.57e-06
415,P82094,TATA element modulatory factor,TMF1,19.72091136,13.79020335,19.4545455,13.79020335,20.14413438,13.79020335,5.982993732,8.57e-07,2.24e-06
416,Q8N9B5,Junction-mediating and -regulatory protein,JMY,19.79521061,13.79020335,19.8271551,13.79020335,19.67031089,13.79020335,5.974022183,2.06e-08,1.19e-07
417,P20340,Ras-related protein Rab-6A,RAB6A,19.97006616,13.79020335,19.2234131,13.79020335,20.02971254,13.79020335,5.950860584,2.6e-06,5.71e-06
418,Q9H2G9,Golgin-45,BLZF1,17.27783538,13.79020335,19.95021277,13.79020335,20.47995662,13.79020335,5.445798241,0.00180723,0.002721784
419,P12277,Creatine kinase B-type,CKB,19.87184338,18.39504633,19.29294622,18.46889676,19.43746707,13.79020335,2.649370075,0.118317605,0.132124866
420,Q9BRR8,G patch domain-containing protein 1,GPATCH1,19.47938513,13.79020335,19.56596106,13.79020335,20.10661034,13.79020335,5.927115492,8.18e-07,2.17e-06
421,O14545,TRAF-type zinc finger domain-containing protein 1,TRAFD1,19.74678601,13.79020335,19.65786563,16.02610969,19.77727472,13.79020335,5.191803325,0.000629173,0.000990749
422,P16435,NADPH--cytochrome P450 reductase,POR,20.81293423,13.79020335,18.53701266,13.79020335,18.76104313,13.79020335,5.580126658,0.000392608,0.000629387
423,O60337,E3 ubiquitin-protein ligase MARCH6,MARCHF6,19.50462981,13.79020335,19.95065744,13.79020335,19.61417973,13.79020335,5.899618977,2.04e-07,6.56e-07
424,P39023,60S ribosomal protein L3,RPL3,19.38869761,13.79020335,19.31852492,19.66283293,18.92471375,18.53241553,1.882161495,0.299806364,0.32151648
425,P49914,5-formyltetrahydrofolate cyclo-ligase,MTHFS,19.46742848,13.79020335,19.47243188,13.79020335,20.00964663,13.79020335,5.859632315,6.13e-07,1.67e-06
426,O00560,Syntenin-1,SDCBP,19.92152928,13.79020335,19.45169854,13.79020335,19.61547194,13.79020335,5.872696568,2.27e-07,7.17e-07
427,Q9BZG1,Ras-related protein Rab-34,RAB34,19.83106848,13.79020335,19.64554016,13.79020335,19.48760751,13.79020335,5.864535365,8.44e-08,3.48e-07
428,Q8IX90,Spindle and kinetochore-associated protein 3,SKA3,19.95735657,13.79020335,19.37655258,13.79020335,19.6066716,13.79020335,5.856656903,4.81e-07,1.34e-06
429,Q96C92,Serologically defined colon cancer antigen 3,ENTR1,19.74740661,13.79020335,19.35698555,13.79020335,19.7406889,13.79020335,5.824823671,1.9e-07,6.2e-07
430,P45974,Ubiquitin carboxyl-terminal hydrolase 5,USP5,18.81873544,20.00750615,18.66942494,18.40361629,19.72606846,18.5446979,0.086136168,0.882754896,0.889908501
431,O60271;Q9UPT6,C-Jun-amino-terminal kinase-interacting protein 4;C-Jun-amino-terminal kinase-interacting protein 3,SPAG9;MAPK8IP3,19.64898621,13.79020335,19.70405375,13.79020335,19.42911105,13.79020335,5.803846991,5.9e-08,2.68e-07
432,O95757;P34932;Q92598,Heat shock 70 kDa protein 4L;Heat shock 70 kDa protein 4;Heat shock protein 105 kDa,HSPA4L;HSPA4;HSPH1,20.32789068,13.79020335,20.02102952,13.79020335,13.79020335,13.79020335,4.256171166,0.077817601,0.093221303
433,P54578,Ubiquitin carboxyl-terminal hydrolase 14,USP14,20.05795782,13.79020335,19.80256398,13.79020335,18.45556432,13.79020335,5.648492022,6.47e-05,0.000113318
434,P52655,Transcription initiation factor IIA subunit 1;Transcription initiation factor IIA alpha chain;Transcription initiation factor IIA beta chain,GTF2A1,19.62573165,13.79020335,18.9449647,13.79020335,20.05391441,13.79020335,5.75133357,8.13e-06,1.59e-05
435,Q15652,Probable JmjC domain-containing histone demethylation protein 2C,JMJD1C,18.88420078,13.79020335,19.0938179,13.79020335,20.30305826,13.79020335,5.636822297,3.79e-05,6.82e-05
436,A0A0A6YYH1;Q7Z6K5,Arpin,C15orf38-AP3S2;ARPIN,19.53992423,13.79020335,19.70710994,13.79020335,19.35588225,13.79020335,5.744102125,9.91e-08,3.85e-07
437,Q9Y2G8,DnaJ homolog subfamily C member 16,DNAJC16,20.48611718,13.79020335,18.31114834,13.79020335,19.08567317,13.79020335,5.504109547,0.000230787,0.000378759
438,P62979;P62987;P0CG47;P0CG48,Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,RPS27A;UBA52;UBB;UBC,17.52165062,13.79020335,19.17187777,13.79020335,20.53890499,13.79020335,5.287274442,0.001171088,0.00179413
439,Q13371,Phosducin-like protein,PDCL,19.98051541,13.79020335,19.55191932,13.79020335,18.80917394,13.79020335,5.656999538,1.15e-05,2.19e-05
440,P12236,"ADP/ATP translocase 3;ADP/ATP translocase 3, N-terminally processed",SLC25A6,18.89487155,18.92012548,19.25636118,18.83581568,19.32988149,13.79020335,1.978323236,0.253883618,0.2736839
441,A6NKD9,Coiled-coil domain-containing protein 85C,CCDC85C,18.61923711,13.79020335,19.69223154,13.79020335,19.85902148,13.79020335,5.599960026,2.15e-05,3.94e-05
442,Q96HA1,Nuclear envelope pore membrane protein POM 121,POM121,19.28981036,13.79020335,19.3678138,13.79020335,19.78688259,13.79020335,5.691298902,3.97e-07,1.13e-06
443,Q9HCC0,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCC2,13.79020335,20.49820408,13.79020335,20.54335047,13.79020335,20.99318767,-6.888044054,1.69e-07,5.8e-07
444,Q8NBT2,Kinetochore protein Spc24,SPC24,19.91383249,13.79020335,19.48787494,13.79020335,18.77664276,13.79020335,5.602580044,1.04e-05,2.01e-05
445,P51610,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,HCFC1,19.27103721,13.79020335,19.52270347,13.79020335,19.52384469,13.79020335,5.648991772,6.76e-08,2.99e-07
446,Q9UKY7,Protein CDV3 homolog,CDV3,19.02249055,13.79020335,19.53524028,13.79020335,19.66451068,13.79020335,5.617210486,1.06e-06,2.66e-06
447,Q27J81,Inverted formin-2,INF2,20.24576601,13.79020335,17.70716363,13.79020335,19.46343328,13.79020335,5.348584292,0.000563328,0.000891578
448,Q15758,Neutral amino acid transporter B(0),SLC1A5,19.56256484,13.79020335,19.18684723,13.79020335,19.48028042,13.79020335,5.61969415,1.54e-07,5.44e-07
449,P19634,Sodium/hydrogen exchanger 1,SLC9A1,19.79155005,13.79020335,18.81471579,13.79020335,19.48343987,13.79020335,5.573031888,5.71e-06,1.17e-05
450,Q9H6J7,UPF0705 protein C11orf49,CSTPP1,19.76226018,13.79020335,18.89557139,13.79020335,19.41891317,13.79020335,5.568711563,3.17e-06,6.9e-06
451,Q92597,Protein NDRG1,NDRG1,19.32366283,13.79020335,19.22514495,13.79020335,19.53893316,13.79020335,5.572376965,9.1e-08,3.7e-07
452,Q99700,Ataxin-2,ATXN2,19.49338194,13.79020335,18.15892267,13.79020335,19.96071351,13.79020335,5.414136027,0.000116312,0.000196592
453,O95372,Acyl-protein thioesterase 2,LYPLA2,20.18220686,13.79020335,19.62624236,13.79020335,13.79020335,13.79020335,4.076014173,0.078316231,0.093221303
454,Q5T4F4,Protrudin,ZFYVE27,19.61310668,13.79020335,20.06253783,13.79020335,15.84005451,13.79020335,4.715029654,0.011602374,0.015966099
455,P61978,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,18.04191223,13.79020335,17.77590701,19.91967919,19.71989143,13.79020335,2.679208258,0.222240978,0.240406763
456,P23381,"Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS",WARS1,19.46109394,13.79020335,19.1336795,13.79020335,19.39670704,13.79020335,5.540290142,1.14e-07,4.4e-07
457,P46779,60S ribosomal protein L28,RPL28,18.28765333,18.06774886,18.90195665,19.68383025,18.3573512,17.86650092,-0.023706283,0.967444052,0.967444052
458,P04183,"Thymidine kinase, cytosolic",TK1,18.82932333,13.79020335,19.93794079,17.60515799,18.32673176,13.79020335,3.969477061,0.023269221,0.031260164
459,O00213,Amyloid beta A4 precursor protein-binding family B member 1,APBB1,19.15136286,13.79020335,19.65439107,13.79020335,19.00339763,13.79020335,5.479513835,1.22e-06,3.02e-06
460,Q5M7Z0,RING finger and transmembrane domain-containing protein 1,RNFT1,19.45298666,13.79020335,20.14379602,13.79020335,13.79020335,13.79020335,4.005458658,0.07872326,0.093221303
461,Q12792,Twinfilin-1,TWF1,19.4336065,13.79020335,19.0583732,13.79020335,19.18883806,13.79020335,5.436735901,1.63e-07,5.64e-07
462,Q9UQN3,Charged multivesicular body protein 2b,CHMP2B,18.11308917,13.79020335,19.43455536,13.79020335,19.65536543,13.79020335,5.277466637,7.74e-05,0.000134306
463,Q92667,"A-kinase anchor protein 1, mitochondrial",AKAP1,19.40981495,13.79020335,19.79655843,13.79020335,17.37287689,13.79020335,5.069546739,0.00072642,0.00113526
