X,MajorityProteinIDs,ProteinNames,GeneID,DVL3_1,DVL3_2,DVL3_3,DVL3_M_1,DVL3_M_2,DVL3_M_3,DVL3_M_TTLL_1,DVL3_M_TTLL_2,DVL3_M_TTLL_3,DVL3_TTLL_1,DVL3_TTLL_2,DVL3_TTLL_3,logFC_DVL3_TTLL.DVL3,pval_DVL3_TTLL.DVL3,adjpval_DVL3_TTLL.DVL3,logFC_DVL3_M.DVL3,pval_DVL3_M.DVL3,adjpval_DVL3_M.DVL3,logFC_DVL3_M_TTLL.DVL3_TTLL,pval_DVL3_M_TTLL.DVL3_TTLL,adjpval_DVL3_M_TTLL.DVL3_TTLL,logFC_DVL3_M_TTLL.DVL3_M,pval_DVL3_M_TTLL.DVL3_M,adjpval_DVL3_M_TTLL.DVL3_M
603,P78527,DNA-dependent protein kinase catalytic subunit,PRKDC,26.03472521,25.4510519,25.76770113,25.99128325,25.71146095,25.68010871,26.30610954,25.69187769,25.54976289,25.43741503,25.64812113,25.71231085,-0.15187708,0.510399932,0.78344824,0.04312489,0.849968085,1,0.249967704,0.288847619,0.628093419,0.054965733,0.809605553,1
604,P81605,Dermcidin;Survival-promoting peptide;DCD-1,DCD,NA,23.64839748,16.74683312,21.31986246,20.53834863,NA,NA,22.97366151,20.05355332,19.57658907,NA,21.55912973,0.246829398,0.920263818,1,0.487660162,0.843360271,1,0.63049868,0.798511981,1,0.389667915,0.874489633,1
605,P82650,"28S ribosomal protein S22, mitochondrial",MRPS22,21.88070051,22.44507174,21.40287122,21.1792214,21.07148115,22.23984327,21.66917941,21.69008666,21.59575116,21.33000858,20.86974216,21.52389178,-0.668333654,0.094344661,0.379522484,-0.412699222,0.277192183,0.775375638,0.410458241,0.279632525,0.618855343,0.154823809,0.674235969,1
606,P82673,"28S ribosomal protein S35, mitochondrial",MRPS35,19.83642651,21.09379071,19.07394061,20.01795718,21.18585359,19.72731408,21.55412289,20.32132143,21.37647588,NA,20.91918094,NA,-1.863770218,0.12583269,0.434887506,0.308989007,0.785495759,1,2.946357675,0.026087991,0.198026263,0.77359845,0.500557107,0.969225539
607,P82675,"28S ribosomal protein S5, mitochondrial",MRPS5,21.78569153,20.92510454,18.87639359,NA,21.50564258,21.1647774,20.45980605,21.4583471,20.69592651,18.84532556,NA,18.77747242,-2.405852854,0.098003327,0.387981527,-0.723312187,0.591471906,0.940315609,2.748149522,0.064410233,0.294077376,1.065608854,0.433672252,0.945866558
608,P82912,"28S ribosomal protein S11, mitochondrial",MRPS11,20.89133932,21.01523599,19.88028745,NA,20.83511721,19.40474978,20.36746014,19.88015124,21.52363541,NA,19.7244326,21.19705968,-1.372845788,0.309681345,0.62789524,-1.600054219,0.241336589,0.755228386,1.367640462,0.311410158,0.643924144,1.594848893,0.242751158,0.895816219
609,P82914,"28S ribosomal protein S15, mitochondrial",MRPS15,20.30435538,NA,NA,NA,NA,18.66839064,19.75674044,19.27229363,20.56415678,18.91588001,NA,NA,-0.462825124,0.675784822,0.910369443,-0.545321578,0.62288083,0.9653923,2.394548202,0.052955937,0.277264906,2.477044656,0.046758278,0.735576323
610,P82930,"28S ribosomal protein S34, mitochondrial",MRPS34,21.89626937,22.59793765,22.521054,22.80183302,22.33184466,21.8662421,21.88396463,22.09190225,22.58546848,21.5971196,22.44952474,20.72460273,-0.748004651,0.124505252,0.434196733,-0.005113747,0.990989119,1,0.596696097,0.20920261,0.516198157,-0.146194807,0.747554823,1
611,P82932,"28S ribosomal protein S6, mitochondrial",MRPS6,21.1312196,21.01435711,20.66938277,20.45213276,20.42717204,19.85510721,20.63598476,21.13340332,21.09567174,NA,19.73242977,20.36916816,-1.988842813,0.032710112,0.252594753,-0.693515825,0.400195875,0.81127944,2.005542924,0.031602993,0.213704566,0.710215937,0.389424471,0.929880437
612,P82933,"28S ribosomal protein S9, mitochondrial",MRPS9,20.67585372,NA,NA,NA,19.55959585,NA,NA,NA,NA,NA,NA,NA,-1.309673532,0.262748581,0.577415891,-0.372085956,0.741779546,1,0,1,1,-0.937587577,0.414308988,0.943030395
613,P83731,60S ribosomal protein L24,RPL24,25.70820171,25.55317732,26.44364617,26.07743797,25.49205675,25.5670475,25.73338641,26.14372937,26.37199783,25.78833874,25.69437968,26.84805477,0.208582663,0.581343338,0.846636223,-0.189494325,0.615840119,0.959422153,-0.027219861,0.942114137,1,0.370857128,0.336036312,0.910181204
614,P83881;H7BZ11,60S ribosomal protein L36a,RPL36A;RPL36A-HNRNPH2,24.98325084,24.10452684,24.25713483,24.56594735,24.69888199,24.53634757,25.05115584,24.2113066,24.61262422,24.61039505,23.90976773,23.89344168,-0.310436017,0.331472135,0.642901769,0.15208813,0.626866309,0.9653923,0.48716073,0.142157811,0.436676614,0.024636583,0.936795141,1
615,P84085,ADP-ribosylation factor 5,ARF5,20.36436594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.205844275,0.176519799,0.458563209,-1.205844275,0.176519799,0.699416417,0,1,1,0,1,1
616,P84090,Enhancer of rudimentary homolog,ERH,22.44270401,22.08383277,22.2165636,22.21630324,21.42616451,20.984789,21.72234472,21.61526177,21.61166533,NA,21.90871813,21.72323777,-2.12143712,0.105869023,0.400725834,-0.705281205,0.563958063,0.916850663,1.523494269,0.228446234,0.545393585,0.107338354,0.929338085,1
617,P84098,60S ribosomal protein L19,RPL19,26.59192353,26.35079086,26.34716274,26.72401337,26.55951148,26.4314681,26.55706705,26.384896,26.28862701,26.42644171,26.143627,26.27986318,-0.146648415,0.272448521,0.590133947,0.141705271,0.287831697,0.775375638,0.12688606,0.338085036,0.661968856,-0.161467626,0.23029015,0.881018279
618,P84103,Serine/arginine-rich splicing factor 3,SRSF3,25.60846523,25.46837893,25.57338977,25.30144567,25.33581679,25.72960752,25.99355589,25.30877093,25.07194799,25.39052551,24.59152144,24.98077435,-0.562470875,0.067377036,0.329252625,-0.09445465,0.73411391,1,0.470484499,0.115716192,0.391099176,0.002468274,0.992893488,1
619,P85037,Forkhead box protein K1,FOXK1,23.87844273,23.83287571,24.52427496,NA,22.85698669,23.9695463,22.66142582,21.85452205,23.32375647,24.44061303,23.51332085,23.82810566,-0.15118462,0.925411823,1,-2.887409096,0.09997744,0.641738154,-1.314111732,0.424647047,0.714023463,1.422112744,0.389098538,0.929880437
620,P98175,RNA-binding protein 10,RBM10,19.15337152,28.65577803,24.13873779,28.93272698,28.66887445,29.25245134,19.36394188,29.92348468,28.86278954,NA,28.67794486,31.90844343,1.795111357,0.686013781,0.922568457,4.968721813,0.277962437,0.775375638,0.272331565,0.950859916,1,-2.901278891,0.51677714,0.978851059
621,Q00325,"Phosphate carrier protein, mitochondrial",SLC25A3,26.28651764,26.189602,26.36345396,26.09517362,26.2587326,26.0228922,26.70461202,26.38997526,26.44710693,26.42144197,26.35863575,26.5860038,0.175502636,0.16318387,0.458563209,-0.154258395,0.214545828,0.737873108,0.058537566,0.624036703,0.890846762,0.388298596,0.008664754,0.414795266
622,Q00341,Vigilin,HDLBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.02485852,1.426008467,0.17623518,0.458563209,0,1,1,-1.426008467,0.17623518,0.47206108,0,1,1
623,Q00535,Cyclin-dependent-like kinase 5,CDK5,NA,NA,NA,NA,NA,20.13630454,NA,19.60168526,NA,19.84115978,19.6580469,19.86549428,3.041400536,0.014846713,0.178588824,1.129823808,0.290693383,0.775375638,-2.089783154,0.068245269,0.304031485,-0.178206426,0.863228539,1
624,Q00587,Cdc42 effector protein 1,CDC42EP1,19.52120924,20.89615475,20.77474496,19.54204351,19.23006353,20.879369,20.0951996,19.46121157,19.55734242,18.94804953,18.9591782,NA,-2.179349369,0.012108539,0.161146619,-0.513544303,0.476558942,0.860498338,1.48656425,0.060741602,0.29319782,-0.179240816,0.801185564,1
625,Q00610,Clathrin heavy chain 1,CLTC,23.829648,24.05803024,24.69268125,21.97814807,25.45469507,23.39401913,23.31418651,22.32056125,21.97915255,23.91168255,23.62504028,23.42644189,-0.539064924,0.499493235,0.775268036,-0.584499071,0.46509861,0.849399067,-1.116421467,0.179646091,0.475131629,-1.07098732,0.196197458,0.846155216
626,Q00839,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,28.22100855,28.18016181,28.25265562,28.18744526,28.48053548,28.27181951,28.44373057,28.48263861,28.38231667,27.96779695,27.9557139,27.92070719,-0.269869314,0.013470777,0.167873719,0.095324755,0.304448801,0.775375638,0.488155934,0.000383,0.020851747,0.122961865,0.193941107,0.846155216
627,Q01085,Nucleolysin TIAR,TIAL1,NA,NA,NA,NA,19.11861122,NA,NA,NA,NA,20.22483822,NA,NA,1.159335035,0.25590924,0.571682963,0.790592699,0.429096601,0.821146213,-1.159335035,0.25590924,0.584201568,-0.790592699,0.429096601,0.945866558
628,Q01130,Serine/arginine-rich splicing factor 2,SRSF2,25.09534399,24.88855209,21.26402886,25.73126793,25.18878783,24.74541727,25.47501036,24.94467485,25.09757168,24.85561317,21.17966437,21.71481596,-1.165943809,0.345799584,0.648908733,1.472516031,0.240818649,0.755228386,2.589054465,0.055147622,0.282744571,-0.049405376,0.96726398,1
629,Q01167,Forkhead box protein K2,FOXK2,21.0383824,20.2331053,20.91171911,NA,19.89409035,18.82530172,21.21216106,NA,NA,22.32565735,NA,21.0529861,-0.685910082,0.689341982,0.923304945,-2.238993879,0.211294051,0.737873108,-1.806549758,0.305515512,0.639130277,-0.253465961,0.882078032,1
630,Q01780,Exosome component 10,EXOSC10,21.17943493,22.17207265,22.32003604,22.31519017,22.25447689,21.919748,21.91367004,22.47204664,21.90696138,21.92463071,19.98286062,21.06851124,-0.898513683,0.095285327,0.380836882,0.272623813,0.584597093,0.935205835,1.105558497,0.04778998,0.265518966,-0.065578999,0.894489533,1
631,Q01813,"ATP-dependent 6-phosphofructokinase, platelet type",PFKP,20.57980844,20.38134726,21.6000201,NA,18.75670929,20.54897379,21.36751282,22.47320808,18.46482094,NA,NA,22.22834539,-2.27972139,0.208429289,0.500470328,-2.169553198,0.229284583,0.750383377,2.194510073,0.22441201,0.538847264,2.084341881,0.246593,0.902011237
632,Q01844,RNA-binding protein EWS,EWSR1,24.02714069,24.48213602,23.7696608,NA,23.73715952,24.00732625,23.15815178,24.1750408,22.60919448,24.93483483,23.92189537,23.22574615,-0.065487052,0.96982589,1,-2.595872873,0.15835492,0.699416417,-0.713363099,0.681816144,0.948778639,1.817022722,0.30911812,0.909328605
633,Q02543,60S ribosomal protein L18a,RPL18A,26.15255412,26.08035689,25.73812851,26.58724813,26.4970155,25.86294345,25.84300739,25.766701,25.84791767,25.71822406,25.24898423,25.93879995,-0.355010428,0.162725226,0.458563209,0.325389182,0.196770641,0.718088323,0.183872608,0.450573095,0.730703759,-0.496527002,0.062751387,0.762080735
634,Q02790,"Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed",FKBP4,NA,NA,NA,NA,NA,19.82299309,NA,NA,NA,NA,19.52809626,NA,0.927087715,0.350237845,0.65103647,1.025386657,0.304236804,0.775375638,-0.927087715,0.350237845,0.672005436,-1.025386657,0.304236804,0.909328605
635,Q02878,60S ribosomal protein L6,RPL6,28.4877401,28.28498982,28.59867993,28.51742583,28.54002568,28.48558964,28.31710131,28.28060072,28.37384978,27.86932585,27.78874979,28.01843809,-0.56496537,0.000339,0.018945604,0.057210436,0.579253254,0.931421364,0.431679359,0.002017254,0.049482065,-0.190496447,0.088498741,0.791027875
636,Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,25.26624033,25.22246538,24.9019848,25.5949806,24.58797998,25.03618586,25.68157171,25.09784874,25.40814861,25.26915638,25.14669641,24.89455003,-0.026762565,0.920108529,1,-0.057181355,0.830496037,1,0.292388745,0.289469726,0.628093419,0.322807535,0.245502492,0.900655771
637,Q03169,Tumor necrosis factor alpha-induced protein 2,TNFAIP2,NA,NA,NA,23.04985327,22.85781737,22.33583806,22.80377925,22.69643139,22.99746359,22.15509048,21.48717382,NA,3.38286602,0.01821048,0.188367456,6.001003115,0.000676,0.05123491,2.702858939,0.046632603,0.262781017,0.084721844,0.943738025,1
638,Q03701,CCAAT/enhancer-binding protein zeta,CEBPZ,19.18255485,NA,19.17600932,NA,19.53615036,18.91467713,NA,19.4363899,NA,NA,NA,NA,-1.621632643,0.141180667,0.446830028,0.030754441,0.976205925,1,0.896518928,0.39499277,0.694987279,-0.755868156,0.470540807,0.951200353
639,Q04323,UBX domain-containing protein 1,UBXN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
640,Q04637,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,20.18167233,20.82215871,21.92678661,NA,21.89328194,22.42590799,NA,17.74143013,NA,21.51654085,21.82161791,22.63885432,1.015465145,0.460878127,0.740126492,-0.621531535,0.648417557,0.982046446,-4.913972239,0.004963006,0.081693695,-3.276975559,0.035298483,0.735576323
641,Q04837,"Single-stranded DNA-binding protein, mitochondrial",SSBP1,21.21491876,22.35757811,21.92300986,21.77998055,21.17050635,19.21629152,20.14538592,19.87765148,19.93693739,22.25311158,19.89736946,22.0301281,-0.438299198,0.583197186,0.848348465,-1.109576102,0.184155368,0.699416417,-1.406878114,0.101781636,0.377727402,-0.73560121,0.364703171,0.914315967
642,Q04917,14-3-3 protein eta,YWHAH,NA,NA,18.49605192,NA,19.56520639,20.65473223,NA,NA,NA,19.60912085,20.02750127,18.15715142,1.934685129,0.076986107,0.352664,1.659017863,0.120778533,0.699416417,-2.517758062,0.029065348,0.205427965,-2.242090795,0.046131012,0.735576323
643,Q05519,Serine/arginine-rich splicing factor 11,SRSF11,NA,NA,20.35488661,NA,20.51097253,21.36443447,19.93496044,20.65494351,19.8965827,19.2668858,NA,19.79872423,0.654630098,0.657090497,0.896423349,1.591229092,0.293852181,0.775375638,1.558014504,0.303409619,0.638171793,0.621415509,0.673276696,1
644,Q06265,Exosome complex component RRP45,EXOSC9,20.65299682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.302054567,0.176377668,0.458563209,-1.302054567,0.176377668,0.699416417,0,1,1,0,1,1
645,Q06830,Peroxiredoxin-1,PRDX1,22.57338148,23.25148052,23.05626811,22.47318931,23.27881311,22.94062788,23.08480039,22.95000769,23.05130427,24.12144325,23.50651117,23.21346441,0.653429572,0.048135553,0.288122378,-0.06283327,0.830236622,1,-0.585102159,0.070844681,0.307704267,0.131160683,0.655967796,1
646,Q07020,60S ribosomal protein L18,RPL18,27.56168,27.61285952,27.97388132,27.91859544,27.72395584,27.82654688,27.55194256,27.47249436,27.54297267,27.20394875,27.26203398,27.3503121,-0.444042002,0.004593393,0.087262693,0.10689244,0.386832834,0.801205092,0.250371588,0.062671712,0.29319782,-0.300562855,0.03141483,0.701784874
647,Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,29.01296201,29.05269132,29.08952248,29.32441871,28.91693059,29.01344939,29.2695843,28.99011057,28.96703072,28.14970848,28.43279354,28.4655782,-0.702365197,8.00E-04,0.030337598,0.03320763,0.817991661,1,0.726215126,0.00064,0.02580786,-0.009357701,0.948218428,1
648,Q07065,Cytoskeleton-associated protein 4,CKAP4,20.91733189,19.25435073,19.89988568,NA,20.98352883,21.5541309,NA,19.86749147,19.6475005,NA,19.52734675,NA,-2.350185103,0.134455211,0.435760282,-0.262358485,0.858061752,1,1.080270699,0.468178312,0.748009027,-1.00755592,0.497779792,0.967433696
649,Q07157,Tight junction protein ZO-1,TJP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83439006,19.52284774,17.86007069,2.658936378,0.001547125,0.046082217,0,1,1,-2.658936378,0.001547125,0.042364031,0,1,1
650,Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",KHDRBS1,24.62725549,24.95888736,25.44377156,23.92131966,24.65820378,24.5762786,24.57792497,25.22094538,24.81697134,24.52893062,25.93096519,25.95542174,0.461801047,0.29622015,0.613528821,-0.624704124,0.168170741,0.699416417,-0.599825289,0.183931328,0.477381933,0.486679882,0.272621401,0.909328605
651,Q07955,Serine/arginine-rich splicing factor 1,SRSF1,25.10208198,25.10302325,25.48059408,25.39733341,25.10394309,25.1765239,25.3071365,25.10022475,25.17818155,24.96513569,24.43734314,24.96765048,-0.438523335,0.033659758,0.254227409,-0.002632969,0.988274359,1,0.405137832,0.04589583,0.259799471,-0.030752534,0.863830276,1
652,Q08170,Serine/arginine-rich splicing factor 4,SRSF4,21.78897035,21.27502243,20.88651169,21.69805218,20.75040816,19.85962868,20.98330361,20.90199978,21.15891897,NA,19.12443824,19.71882143,-2.786803894,0.004686179,0.087498648,-0.547471817,0.478300639,0.860498338,2.484709855,0.008770656,0.109720911,0.245377779,0.747709981,1
653,Q08209;P48454,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform,PPP3CA;PPP3CC,NA,NA,23.23716334,NA,NA,NA,NA,NA,NA,21.92552084,NA,23.43559708,1.79237382,0.396613535,0.691144688,-2.163443406,0.310798365,0.776467353,-3.955817226,0.081743553,0.329874788,0,1,1
654,Q08211,ATP-dependent RNA helicase A,DHX9,26.6700313,26.67398601,26.12385375,26.84643215,26.8562092,26.56241161,26.51762025,26.71744151,26.49721447,26.14584093,26.20747419,25.79963613,-0.438306606,0.039374059,0.264397249,0.265727298,0.177216266,0.699416417,0.526441659,0.017959347,0.165161894,-0.177592245,0.352931629,0.910181204
655,Q08378,Golgin subfamily A member 3,GOLGA3,21.89833434,21.66167017,NA,22.18632358,21.21889739,20.44720833,21.78775666,21.84729014,22.13559453,21.53954081,21.60474243,NA,-0.138573758,0.933600852,1,1.18186389,0.483768247,0.860498338,1.959841657,0.257089607,0.585827137,0.639404009,0.701856403,1
656,Q08J23,tRNA (cytosine(34)-C(5))-methyltransferase,NSUN2,20.43063964,21.88528862,20.57370376,20.00171418,21.40894394,21.51820082,21.62899794,22.10299761,21.63340147,21.87815195,22.39085412,21.27346918,0.884281078,0.124721715,0.434196733,0.01307564,0.980524961,1,-0.059026077,0.912285003,1,0.812179361,0.154260969,0.825251889
657,Q09028,Histone-binding protein RBBP4,RBBP4,NA,21.33263724,21.37623922,21.47181035,21.46938535,20.86319678,NA,20.85721462,21.53212319,22.08613495,21.04214778,NA,0.139802093,0.940951571,1,1.449560969,0.450234802,0.836914914,-0.246314976,0.89619914,1,-1.556073852,0.418836377,0.943030395
658,Q09161,Nuclear cap-binding protein subunit 1,NCBP1,20.24219828,20.3330016,20.79093491,20.48150971,21.41135023,20.45078647,NA,19.99730948,20.39761426,NA,NA,20.47315749,-2.466437021,0.066716201,0.329252625,0.325837206,0.788433358,1,1.058311044,0.392914219,0.694987279,-1.733963183,0.176050354,0.825251889
659,Q09666,Neuroblast differentiation-associated protein AHNAK,AHNAK,NA,NA,NA,NA,19.30212612,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.851764333,0.17752108,0.699416417,0,1,1,-0.851764333,0.17752108,0.825251889
660,Q10570,Cleavage and polyadenylation specificity factor subunit 1,CPSF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
661,Q12789,General transcription factor 3C polypeptide 1,GTF3C1,20.31835836,20.19888367,20.92668193,20.64311367,20.80649706,21.10232242,NA,21.30288478,18.84461246,NA,19.90903126,19.18811274,-1.866648947,0.130914776,0.434887506,0.369336399,0.749247446,1,0.350117746,0.761818395,1,-1.885867601,0.12748876,0.825251889
662,Q12797,Aspartyl/asparaginyl beta-hydroxylase,ASPH,23.04530775,23.20937734,22.79504314,21.89324855,23.46715806,23.51406637,23.84067298,24.02108749,24.04547349,25.16621865,25.28191617,24.14500023,1.847802273,0.002849264,0.068701838,-0.058418419,0.899656799,1,-0.895300363,0.078937352,0.32483759,1.010920328,0.05226948,0.735576323
663,Q12834,Cell division cycle protein 20 homolog,CDC20,NA,18.72665072,19.30920565,NA,18.03565483,19.08426508,NA,19.1954967,19.92812928,20.04010729,19.75621086,21.74285315,2.252160602,0.060591604,0.318036592,-0.305312151,0.777040157,1,-1.889570733,0.105224275,0.377727402,0.66790202,0.539251948,0.991458852
664,Q12849,G-rich sequence factor 1,GRSF1,20.83726146,NA,19.50621514,NA,21.36581479,19.03671777,NA,NA,NA,NA,19.16825008,NA,-1.476131133,0.29916934,0.617730893,0.01968532,0.988584971,1,-0.807138987,0.561458385,0.834185796,-2.30295544,0.12024562,0.825251889
665,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,20.44465494,19.98762385,20.6593138,NA,21.08433138,NA,20.81475485,NA,20.51223508,NA,NA,NA,-3.617031078,0.024373038,0.217790508,-2.171198324,0.138268637,0.699416417,2.611107898,0.082394817,0.330371527,1.165275145,0.404610829,0.93632666
666,Q12905,Interleukin enhancer-binding factor 2,ILF2,25.16871542,25.56991417,24.79568309,25.71325217,25.08211638,24.93736645,25.31601234,24.96152465,25.0765484,24.96426259,24.90344995,24.81311882,-0.284493777,0.270372517,0.587215311,0.066140773,0.79074055,1,0.224418011,0.378190851,0.688670677,-0.12621654,0.61456299,1
667,Q12906,Interleukin enhancer-binding factor 3,ILF3,25.59644623,25.3142243,25.03872865,25.78351731,25.4973054,25.431418,25.08838988,25.38393797,25.08307294,24.1850722,24.28118663,24.61610669,-0.955677887,0.000589,0.025426384,0.254280512,0.197044378,0.718088323,0.824345089,0.00155775,0.042364031,-0.38561331,0.064245345,0.765437395
668,Q12931,"Heat shock protein 75 kDa, mitochondrial",TRAP1,NA,NA,NA,NA,NA,21.18957194,NA,NA,NA,NA,NA,NA,0,1,1,1.48091294,0.176183178,0.699416417,0,1,1,-1.48091294,0.176183178,0.825251889
669,Q13015,Protein AF1q,MLLT11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
670,Q13033,Striatin-3,STRN3,21.92237618,22.00442372,21.70206776,21.02368531,20.25884277,22.17335602,22.36484141,21.73967741,22.11656141,19.58432045,21.02005844,21.50641362,-1.172691718,0.068297887,0.332453919,-0.724327853,0.231980401,0.750383377,1.370095908,0.038838001,0.238900142,0.921732042,0.13762705,0.825251889
671,Q13049,E3 ubiquitin-protein ligase TRIM32,TRIM32,19.83147714,20.68217945,21.00715847,NA,20.5128097,20.3890156,NA,NA,20.44893986,20.61354812,19.71552403,20.49867514,-0.23102259,0.854625786,1,-1.290718878,0.320063301,0.777699541,-2.295047062,0.094683325,0.360026867,-1.235350774,0.340097725,0.910181204
672,Q13098,COP9 signalosome complex subunit 1,GPS1,NA,NA,21.31125333,NA,22.54827436,NA,NA,NA,NA,NA,23.315426,NA,0.668057555,0.771943933,0.984710177,0.412340341,0.857802788,1,-2.18953096,0.353537746,0.672616759,-1.933813747,0.409960304,0.942757979
673,Q13112,Chromatin assembly factor 1 subunit B,CHAF1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
674,Q13123,Protein Red,IK,NA,NA,19.60856038,NA,NA,19.58349751,NA,NA,20.01955057,NA,19.93867216,20.17231994,1.251866202,0.393130266,0.68880387,-0.008354288,0.995351302,1,-1.11486947,0.44493233,0.726359842,0.14535102,0.919282862,1
675,Q13136,Liprin-alpha-1,PPFIA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2806568,NA,0.844607895,0.17755504,0.458563209,0,1,1,-0.844607895,0.17755504,0.47206108,0,1,1
676,Q13148,TAR DNA-binding protein 43,TARDBP,21.0408313,20.23279582,19.9949464,20.20104239,20.72667211,19.95662241,20.26368631,20.6483616,20.04100313,20.59218703,20.39586432,20.04062464,-0.079965844,0.805952048,1,-0.128078872,0.694805175,1,-0.025208318,0.938173493,1,0.02290471,0.943811783,1
677,Q13151,Heterogeneous nuclear ribonucleoprotein A0,HNRNPA0,24.5391293,24.98664821,24.15852996,24.46158369,25.09910451,24.52845881,24.54276265,24.65650707,24.3906046,24.67860841,23.85879003,24.3237193,-0.27439658,0.350137156,0.65103647,0.134946512,0.639267066,0.970467067,0.242918865,0.405557611,0.708451493,-0.166424227,0.564549003,1
678,Q13185,Chromobox protein homolog 3,CBX3,20.04070489,19.98732564,NA,NA,NA,19.99221784,NA,20.40432945,20.40020396,23.03877435,NA,NA,-0.080807687,0.967836514,1,-1.096326524,0.587653243,0.937696692,0.339641981,0.865530486,1,1.355160818,0.504649224,0.974253363
679,Q13188,Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit,STK3,20.01976877,20.4164363,21.90589083,NA,NA,19.66367073,NA,20.02427183,NA,22.24272154,21.26574429,21.30280081,0.823056913,0.469646924,0.748443697,-3.061586311,0.020980986,0.322101886,-3.764442856,0.007565868,0.100690436,0.120200368,0.914595888,1
680,Q13200,26S proteasome non-ATPase regulatory subunit 2,PSMD2,19.92080632,20.90275214,20.70076546,21.2357353,22.17718764,22.3561073,22.32896044,22.59018609,22.03981362,NA,21.93818231,20.32796991,-0.837112855,0.463901233,0.744026209,1.41490211,0.228676903,0.750383377,2.648658268,0.039248804,0.238900142,0.396643302,0.725274488,1
681,Q13242,Serine/arginine-rich splicing factor 9,SRSF9,21.6926033,22.04572633,21.897709,21.7823334,21.89861834,21.91340706,21.6465032,21.51044798,20.70503558,20.11043881,19.66725864,20.84845286,-1.669962771,0.000633,0.02638799,-0.013893277,0.966499085,1,1.07861215,0.00886259,0.109773263,-0.577457344,0.107121292,0.811575352
682,Q13243,Serine/arginine-rich splicing factor 5,SRSF5,24.83777389,24.85047341,25.01898087,25.13686272,24.82585023,24.60315224,24.930908,24.72703791,24.87818372,24.37277915,24.10658269,24.6207196,-0.535715581,0.011168549,0.160596037,-0.047120999,0.784403938,1,0.47868273,0.019222549,0.166995898,-0.009911852,0.954009551,1
683,Q13247,Serine/arginine-rich splicing factor 6,SRSF6,24.29084697,24.28202102,23.67122128,24.34696011,24.4266916,23.61265434,24.31912997,24.14767303,24.38886222,24.09285799,23.49685996,23.95040818,-0.234654378,0.401749235,0.692003328,0.047405595,0.862736417,1,0.438513027,0.135066489,0.429604715,0.156453054,0.571654892,1
684,Q13257,Mitotic spindle assembly checkpoint protein MAD2A,MAD2L1,22.08940145,21.19198701,19.91320207,21.19039092,21.11103316,21.43258084,21.99009517,20.86000903,20.90916799,22.04393939,21.59685269,19.88064639,0.108949313,0.875167482,1,0.179804797,0.795684324,1,0.079277907,0.908957324,1,0.008422423,0.990303075,1
685,Q13263,Transcription intermediary factor 1-beta,TRIM28,24.99722268,25.37794437,25.69626707,24.25652968,24.88261746,25.09058042,24.15964251,24.87096559,24.85702273,25.36561765,25.75532098,25.29594933,0.11515128,0.703788552,0.93266894,-0.61390219,0.06669405,0.552238217,-0.843085712,0.018895861,0.166886678,-0.114032241,0.706509559,1
686,Q13283,Ras GTPase-activating protein-binding protein 1,G3BP1,22.05642655,22.31970719,21.61605403,23.34129867,23.71355919,22.19327204,22.51217796,21.95250217,21.87703717,22.38311861,22.07514232,21.2387053,-0.098407181,0.827166267,1,1.085314041,0.035753302,0.404349505,0.214917027,0.635291136,0.901076204,-0.968804196,0.054982728,0.735576323
687,Q13310,Polyadenylate-binding protein 4,PABPC4,24.12036261,24.97789213,24.59486572,24.23525148,24.29839669,24.30833634,24.30466245,24.43558461,23.91969519,24.19429396,23.83404051,24.05028812,-0.538165958,0.037302806,0.264397249,-0.283711987,0.228816118,0.750383377,0.193773219,0.40042056,0.702561179,-0.060680751,0.788356179,1
